defcount,State,ERcount,Schcount,Curcount,DTI,income,shortcount,longcount,Period,ER_rate,Def_rate,termRatio
78,NC,177,13,5116,18.04678142514011,70256.01802241792,852,397,2013-10-01,0.03287518573551263,0.01448736998514116,0.465962441314554
5,VT,11,1,284,18.766999999999996,64445.566666666666,68,22,2013-10-01,0.036544850498338874,0.016611295681063124,0.3235294117647059
45,MD,120,23,4216,17.128222453222453,78539.2090956341,673,289,2013-10-01,0.027247956403269755,0.010217983651226158,0.4294205052005943
5,DE,13,5,467,16.78865546218487,80870.74789915966,86,33,2013-10-01,0.026530612244897958,0.01020408163265306,0.38372093023255816
29,MO,83,12,2918,18.494678770949722,67345.26762569832,515,201,2013-10-01,0.027284681130834976,0.00953320184089415,0.39029126213592236
83,IL,185,32,7246,16.950739277652374,76315.71724604965,1329,443,2013-10-01,0.02451630002650411,0.010999204876755897,0.3333333333333333
55,WA,127,18,4297,17.195329341317386,72695.62687624751,736,266,2013-10-01,0.028241049588614633,0.012230375806092951,0.36141304347826086
31,AL,59,13,2248,19.278719723183364,68190.46878892735,388,190,2013-10-01,0.025095703955763504,0.013185878349638452,0.4896907216494845
63,OH,140,31,5821,18.340815899581575,65453.93042538354,1005,429,2013-10-01,0.023121387283236993,0.010404624277456647,0.42686567164179107
13,NM,27,9,974,18.289647058823533,70829.99592156862,181,74,2013-10-01,0.026392961876832845,0.01270772238514174,0.4088397790055249
67,PA,171,49,6248,17.80677843523992,70082.82143326759,1086,435,2013-10-01,0.02616679418515685,0.01025248661055853,0.4005524861878453
6,SD,10,1,391,19.566630434782613,60309.51804347825,68,24,2013-10-01,0.024509803921568627,0.014705882352941176,0.35294117647058826
213,NY,461,104,15737,16.057998291571817,75212.08250284738,2628,884,2013-10-01,0.027914017559794127,0.012897366030881017,0.3363774733637747
138,TX,436,52,14045,18.275858465213453,79991.09352045388,2463,886,2013-10-01,0.029718492263649376,0.00940631177152205,0.35972391392610636
10,WV,25,3,898,19.03527777777778,70142.69444444444,135,81,2013-10-01,0.026709401709401708,0.010683760683760684,0.6
61,GA,152,31,5779,17.80558108108107,74081.97787837837,1081,399,2013-10-01,0.025236593059936908,0.01012784326747468,0.3691026827012026
61,MA,147,36,4364,16.354426751592342,78002.34129511676,677,265,2013-10-01,0.031901041666666664,0.013237847222222222,0.3914327917282127
13,KS,47,4,1742,18.3619069767442,67222.53209302326,319,111,2013-10-01,0.02602436323366556,0.007198228128460687,0.34796238244514105
38,CO,117,25,3821,17.540994764397887,71833.4872774869,675,280,2013-10-01,0.029242689327668082,0.0094976255936016,0.4148148148148148
181,FL,379,74,12377,17.797626418988653,69134.52785689716,2172,735,2013-10-01,0.029129198370609483,0.01391130581815387,0.3383977900552486
18,AR,31,6,1378,19.673112947658414,66734.97129476584,259,104,2013-10-01,0.021632937892533146,0.01256106071179344,0.4015444015444015
19,OK,33,7,1622,19.562511312217186,71611.5965837104,316,126,2013-10-01,0.019631171921475312,0.011302795954788817,0.3987341772151899
14,UT,44,3,1383,18.158104395604393,73837.60552197802,253,111,2013-10-01,0.030470914127423823,0.009695290858725761,0.43873517786561267
19,HI,33,4,1045,18.34216312056738,68882.77620567376,195,87,2013-10-01,0.02997275204359673,0.01725703905540418,0.4461538461538462
72,AZ,206,26,4822,17.42379341864718,70145.42509140765,823,271,2014-01-01,0.04018728053062817,0.01404603979711276,0.3292831105710814
28,SC,90,13,2559,18.50160066006599,71456.4596039604,412,194,2014-01-01,0.03345724907063197,0.010408921933085501,0.470873786407767
39,LA,110,8,2646,18.19105078809106,75164.80702276708,403,168,2014-01-01,0.0392436674991081,0.013913663931501962,0.41687344913151364
53,MN,113,19,3805,17.425202185792354,71706.03370491804,676,239,2014-01-01,0.02832080200501253,0.013283208020050126,0.35355029585798814
102,NJ,301,54,8436,16.229020939445395,86569.65877758914,1258,509,2014-01-01,0.03384684583380187,0.011469695265939503,0.404610492845787
4,DC,35,5,647,13.262460317460318,87616.51785714286,96,30,2014-01-01,0.05065123010130246,0.005788712011577424,0.3125
30,OR,121,15,2882,16.981606837606854,67990.24735042735,436,149,2014-01-01,0.039698162729658794,0.00984251968503937,0.34174311926605505
82,VA,223,24,6638,17.398585643212503,80318.47656716418,959,448,2014-01-01,0.03200803789292379,0.011769771781254485,0.46715328467153283
17,RI,32,3,915,16.737424242424243,71627.1888888889,139,59,2014-01-01,0.033092037228541885,0.017580144777662874,0.4244604316546763
28,KY,71,10,2017,18.646187499999996,69040.40412499999,327,153,2014-01-01,0.03339604891815616,0.01317027281279398,0.46788990825688076
11,NH,35,6,1034,18.022970711297067,77477.61640167364,156,83,2014-01-01,0.03222836095764273,0.010128913443830571,0.532051282051282
79,MI,173,20,5441,18.11407788390889,66892.32846436444,995,366,2014-01-01,0.030281813408016802,0.013828111325048137,0.3678391959798995
56,NV,112,18,3130,17.16085545722713,71756.42856932154,519,159,2014-01-01,0.033775633293124246,0.016887816646562123,0.3063583815028902
25,WI,119,8,2682,18.007142857142856,65135.6798686371,438,171,2014-01-01,0.04199011997177135,0.008821453775582216,0.3904109589041096
413,CA,1516,189,34257,16.30923434548882,78861.10493970652,5261,1622,2014-01-01,0.04167697594501718,0.011353951890034365,0.3083064056263068
19,CT,113,28,3349,16.18921597633135,80052.58948224851,482,194,2014-01-01,0.03220290681105728,0.005414648047876888,0.4024896265560166
9,MT,30,3,641,17.711866666666655,66312.90666666666,100,50,2014-01-01,0.043923865300146414,0.013177159590043924,0.5
79,NC,247,28,6029,17.869921073401752,71310.85682715074,834,433,2014-01-01,0.038696537678207736,0.01237662541124863,0.5191846522781774
52,MD,186,29,5027,16.92191094619666,81616.2315955473,728,350,2014-01-01,0.03513411409142425,0.009822440498677748,0.4807692307692308
6,DE,25,4,549,19.58615384615385,75180.30085470085,74,43,2014-01-01,0.04280821917808219,0.010273972602739725,0.581081081081081
38,MO,114,18,3523,18.381780645161292,68429.80758709679,539,236,2014-01-01,0.030869212022745736,0.010289737340915246,0.437847866419295
87,IL,296,50,8654,17.20104834329167,76001.42437805541,1353,488,2014-01-01,0.03257400682293386,0.00957411687025421,0.360679970436068
54,WA,204,25,5056,17.56228406909785,74422.03499040307,735,307,2014-01-01,0.038209402509833304,0.01011425360554411,0.41768707482993195
31,AL,93,7,2749,18.87041139240506,71006.33492088607,419,213,2014-01-01,0.03229166666666667,0.010763888888888889,0.5083532219570406
75,OH,224,26,7144,18.542730582524303,66146.02560679613,1148,500,2014-01-01,0.02999062792877226,0.01004150488686571,0.4355400696864111
11,NM,47,3,1225,19.2786217948718,74892.91397435896,236,76,2014-01-01,0.03654743390357698,0.008553654743390357,0.3220338983050847
79,PA,272,40,7532,18.40982686567165,71390.48305671642,1136,539,2014-01-01,0.03433043039252808,0.009970970591947495,0.4744718309859155
247,NY,706,139,18445,16.15025526315786,80293.59893947371,2785,1015,2014-01-01,0.03613656139632492,0.012642677995598097,0.3644524236983842
160,TX,627,73,17101,18.35121041879466,80935.2947088866,2847,1069,2014-01-01,0.034908969433773175,0.008908189967151049,0.37548296452406044
6,WV,37,8,1137,19.613206896551713,69575.89789655173,180,110,2014-01-01,0.031144781144781145,0.005050505050505051,0.6111111111111112
86,GA,265,40,6911,18.01788575180566,78017.53401838476,1071,452,2014-01-01,0.03629142700629964,0.011777595179402904,0.42203548085901027
52,MA,190,31,5109,16.108261296660114,80560.45227897841,705,313,2014-01-01,0.03530286138981791,0.00966183574879227,0.44397163120567373
21,KS,79,8,2082,18.735022321428584,67482.80767857142,318,130,2014-01-01,0.036073059360730596,0.009589041095890411,0.4088050314465409
50,CO,199,18,4624,17.706429906542077,74459.26872897196,761,309,2014-01-01,0.04068697607851155,0.010222858311183807,0.4060446780551905
189,FL,533,70,14526,17.7763039782387,70781.04190751443,2181,760,2014-01-01,0.03479566523044784,0.012338425381903642,0.34846400733608435
9,AK,19,4,653,18.696081081081083,78327.33945945946,111,37,2014-01-01,0.027737226277372264,0.013138686131386862,0.3333333333333333
20,AR,63,4,1665,18.520374331550805,69278.70096256684,281,93,2014-01-01,0.03595890410958904,0.01141552511415525,0.3309608540925267
28,OK,74,3,1949,18.936666666666664,71538.10902777778,297,135,2014-01-01,0.03602726387536514,0.013631937682570594,0.45454545454545453
22,UT,82,5,1640,17.994535519125677,72283.30275956285,261,105,2014-01-01,0.046883933676386505,0.012578616352201259,0.40229885057471265
17,HI,64,6,1195,18.064810126582277,73828.4664135021,174,63,2014-01-01,0.0499219968798752,0.01326053042121685,0.3620689655172414
78,AZ,267,23,5700,17.13198234349921,72243.31793739967,861,385,2014-04-01,0.044001318391562294,0.012854317732366513,0.44715447154471544
32,SC,115,17,3038,18.187604976671842,73029.98104199066,426,217,2014-04-01,0.03591505309181761,0.009993753903810118,0.5093896713615024
43,LA,119,19,3077,18.129509803921554,75849.9361111111,409,203,2014-04-01,0.036525475751995086,0.013198281154082258,0.4963325183374083
51,MN,176,11,4542,17.4952717948718,67277.26415384615,645,330,2014-04-01,0.03682008368200837,0.010669456066945606,0.5116279069767442
173,NJ,384,54,9909,16.388200575815745,86224.07942418428,1373,711,2014-04-01,0.03650190114068441,0.016444866920152092,0.5178441369264385
3,DC,41,5,746,14.923581081081085,96475.8918918919,103,45,2014-04-01,0.05157232704402516,0.0037735849056603774,0.4368932038834951
35,OR,164,13,3377,16.906958981612437,65757.23111739744,501,206,2014-04-01,0.04569517971579827,0.009752020061298413,0.4111776447105788
92,VA,339,36,7887,17.741794871794884,80092.03590326342,1090,626,2014-04-01,0.0405793631793153,0.01101268853243955,0.5743119266055046
15,RI,38,3,1108,16.870441767068275,69540.58232931727,172,77,2014-04-01,0.03264604810996564,0.01288659793814433,0.4476744186046512
35,KY,82,10,2446,18.88708633093524,68822.16802158272,355,201,2014-04-01,0.031869413136416634,0.013602798289933929,0.5661971830985916
5,WY,30,4,666,18.705985915492974,74308.55330985917,95,47,2014-04-01,0.0425531914893617,0.0070921985815602835,0.49473684210526314
12,NH,53,4,1252,18.161742160278745,76893.56153310103,187,100,2014-04-01,0.04012112036336109,0.009084027252081756,0.5347593582887701
82,MI,218,21,6605,17.592653198653203,68891.89482828282,1033,452,2014-04-01,0.0314755991914525,0.011839445567427087,0.43756050338818975
53,NV,145,16,3636,17.13272222222226,71678.73606944442,549,171,2014-04-01,0.03766233766233766,0.013766233766233767,0.3114754098360656
35,WI,137,12,3269,17.707535667963686,68170.90856031129,535,236,2014-04-01,0.03967564436721691,0.010136113524471474,0.4411214953271028
513,CA,1857,208,39335,16.18084639498432,79749.82601227796,5499,2157,2014-04-01,0.04430606255815618,0.012239639252737813,0.392253136933988
49,CT,141,19,3947,16.112763320941756,83213.80904584883,555,252,2014-04-01,0.03392685274302214,0.011790182868142445,0.4540540540540541
5,MT,28,3,780,18.519771428571417,66404.50902857143,107,68,2014-04-01,0.03431372549019608,0.006127450980392157,0.6355140186915887
84,NC,304,32,7092,17.99370869858399,71761.68370869858,985,498,2014-04-01,0.04046858359957402,0.011182108626198083,0.5055837563451777
6,VT,16,4,468,19.176666666666662,65756.03873015873,85,41,2014-04-01,0.032388663967611336,0.012145748987854251,0.4823529411764706
80,MD,245,30,5975,17.046492709132774,82025.87561013046,865,438,2014-04-01,0.038704581358609796,0.01263823064770932,0.5063583815028901
9,DE,25,2,672,18.963836477987428,70992.2144654088,94,65,2014-04-01,0.03531073446327684,0.012711864406779662,0.6914893617021277
60,MO,140,24,4208,18.577095709570955,68961.3416391639,620,289,2014-04-01,0.0315884476534296,0.013537906137184115,0.4661290322580645
126,IL,353,45,10430,16.801747826086956,76300.86015652173,1601,699,2014-04-01,0.032225670987767026,0.01150264743472704,0.43660212367270457
76,WA,229,25,6021,17.061884169884166,73761.07732818532,878,417,2014-04-01,0.036057313808849,0.011966619430011021,0.47494305239179957
47,AL,112,21,3260,19.42325615050652,70482.90347322721,438,253,2014-04-01,0.03255813953488372,0.01366279069767442,0.5776255707762558
105,OH,271,42,8661,18.804496124031036,66719.43626356589,1271,664,2014-04-01,0.0298491023240445,0.01156515034695451,0.5224232887490166
18,NM,37,4,1427,18.369731800766285,70267.29885057472,185,76,2014-04-01,0.02489905787348587,0.012113055181695828,0.41081081081081083
121,PA,314,42,9061,18.203374875373893,68282.20006979063,1306,700,2014-04-01,0.03292094778779618,0.012686097714405535,0.5359877488514548
6,SD,25,2,583,19.17014492753624,59520.69094202898,103,35,2014-04-01,0.040584415584415584,0.00974025974025974,0.33980582524271846
268,NY,861,108,21977,15.94032711260225,77489.5226525477,3333,1436,2014-04-01,0.037089687257689324,0.011544757473938141,0.4308430843084308
194,TX,836,74,20300,18.238566116662806,81336.49176620964,3031,1272,2014-04-01,0.03905811997757429,0.0090637264062792,0.41966347740019794
13,WV,52,2,1398,18.96246951219511,66439.85756097561,216,112,2014-04-01,0.03549488054607509,0.008873720136518772,0.5185185185185185
92,GA,324,44,8197,18.12757159221078,74368.49472508593,1178,568,2014-04-01,0.03742636017095992,0.010627238073235531,0.48217317487266553
80,MA,232,48,5947,16.06797996661102,82241.32984140233,803,395,2014-04-01,0.03678452513080704,0.012684319010623116,0.4919053549190536
28,KS,71,7,2498,18.703563218390794,68782.3685440613,348,174,2014-04-01,0.027265745007680493,0.010752688172043012,0.5
49,CO,235,17,5480,17.647640449438207,76026.64582541054,796,361,2014-04-01,0.04065040650406504,0.008476042207230583,0.4535175879396985
236,FL,716,81,17065,17.708994960806315,69846.4447088466,2593,979,2014-04-01,0.039562382583710906,0.0130401149298265,0.37755495564982644
9,AK,29,3,775,17.327852760736203,82014.17754601227,102,61,2014-04-01,0.03553921568627451,0.011029411764705883,0.5980392156862745
17,AR,57,5,1979,19.279923664122144,68001.51496183206,249,144,2014-04-01,0.027696793002915453,0.00826044703595724,0.5783132530120482
26,OK,81,7,2341,18.69964426877471,69812.17630434783,326,180,2014-04-01,0.0329938900203666,0.010590631364562118,0.5521472392638037
31,UT,118,3,1864,18.809547872340413,78353.74776595745,238,138,2014-04-01,0.05853174603174603,0.015376984126984126,0.5798319327731093
22,HI,77,5,1362,18.272398523985235,68520.37649446494,181,90,2014-04-01,0.05252387448840382,0.015006821282401092,0.4972375690607735
89,AZ,311,23,6692,18.083773851590106,71831.63546996466,1002,413,2014-07-01,0.04371047083626142,0.012508784258608574,0.4121756487025948
49,SC,142,17,3560,19.490438356164383,72047.50212328768,481,249,2014-07-01,0.03768577494692144,0.013004246284501062,0.5176715176715176
61,LA,155,24,3585,19.81439839572192,73791.58085561496,502,246,2014-07-01,0.040522875816993466,0.015947712418300654,0.4900398406374502
66,MN,210,17,5250,18.21829170829169,68853.67268731269,708,293,2014-07-01,0.0378856215046004,0.011906909615731553,0.4138418079096045
186,NJ,479,70,11397,16.467944219523165,87610.06993702202,1539,684,2014-07-01,0.03948236069897791,0.01533135509396637,0.4444444444444444
7,DC,37,10,873,15.358176795580103,91981.65762430937,149,32,2014-07-01,0.039913700107874865,0.007551240560949299,0.21476510067114093
50,OR,194,16,3836,17.82271210013907,67929.27254520167,505,214,2014-07-01,0.04736328125,0.01220703125,0.42376237623762375
132,VA,427,50,8893,18.336272445820438,80051.86673065017,1051,564,2014-07-01,0.04493790780888234,0.013891812250052621,0.5366317792578497
20,RI,42,6,1298,18.152248062015495,65981.11131782945,171,87,2014-07-01,0.03074670571010249,0.014641288433382138,0.5087719298245614
45,KY,144,24,2828,19.51771428571429,68992.24966386556,362,233,2014-07-01,0.04735284445905952,0.0147977638934561,0.643646408839779
6,WY,43,3,766,19.955394736842106,72668.63815789473,91,61,2014-07-01,0.05256723716381418,0.007334963325183374,0.6703296703296703
21,NH,67,6,1435,18.876462093862795,75669.040433213,194,83,2014-07-01,0.04381948986265533,0.013734466971877043,0.42783505154639173
104,MI,321,26,7592,18.33216272600837,71412.5133379694,997,441,2014-07-01,0.03991048116374487,0.012930498570185254,0.44232698094282846
63,NV,193,12,4137,18.073849154746437,79174.5256827048,564,205,2014-07-01,0.04381384790011351,0.014301929625425652,0.36347517730496454
42,WI,160,15,3763,18.59447257383966,65486.22630098453,508,203,2014-07-01,0.04020100502512563,0.010552763819095477,0.39960629921259844
711,CA,2330,272,44314,16.851444766039585,80069.33649541726,6140,2152,2014-07-01,0.048921830054380916,0.01492850693934113,0.3504885993485342
77,CT,176,27,4539,16.908933486238546,83454.09138761468,617,255,2014-07-01,0.036522100020751194,0.01597841875907865,0.413290113452188
6,MT,45,2,907,19.513944444444448,61519.51044444444,117,63,2014-07-01,0.046875,0.00625,0.5384615384615384
124,NC,346,41,8184,18.556138490330593,73210.67696194634,1076,527,2014-07-01,0.03979298447383554,0.014261069580218517,0.48977695167286245
9,VT,26,2,579,20.52060810810812,61879.44493243243,106,42,2014-07-01,0.04220779220779221,0.01461038961038961,0.39622641509433965
96,MD,293,37,6971,17.58796765119548,82899.7360829817,905,517,2014-07-01,0.039610652967419224,0.0129782344193592,0.5712707182320442
6,DE,33,5,802,19.077011494252865,69893.11770114943,112,62,2014-07-01,0.03900709219858156,0.0070921985815602835,0.5535714285714286
66,MO,192,24,4888,19.197484407484396,67257.96474012475,628,334,2014-07-01,0.03713733075435203,0.01276595744680851,0.5318471337579618
180,IL,499,64,12143,17.747630293159624,81124.05260179153,1713,743,2014-07-01,0.03872419680273165,0.01396864814527394,0.43374197314652657
95,WA,312,40,6798,17.68273692810457,75516.78990196079,889,335,2014-07-01,0.043064182194616975,0.013112491373360938,0.37682789651293586
51,AL,144,15,3785,20.206367346938798,69290.92831292519,460,275,2014-07-01,0.036045056320400504,0.01276595744680851,0.5978260869565217
165,OH,383,60,9967,19.13618599791012,66491.78805642633,1224,690,2014-07-01,0.03621749408983452,0.015602836879432624,0.5637254901960784
23,NM,73,3,1670,19.764561403508765,68516.3505263158,234,108,2014-07-01,0.041266252119841716,0.013001695873374788,0.46153846153846156
141,PA,417,65,10468,19.14555665024631,70648.39714778324,1340,690,2014-07-01,0.037598052474979715,0.01271301054909386,0.5149253731343284
12,SD,31,1,660,21.735123966942147,58097.94446280992,81,40,2014-07-01,0.04403409090909091,0.017045454545454544,0.49382716049382713
387,NY,1070,137,25328,16.57829322548024,77196.09658442871,3548,1397,2014-07-01,0.03974444692073397,0.014374860708714063,0.39374295377677565
306,TX,1043,111,23745,19.018128440367015,79403.67185932722,3514,1391,2014-07-01,0.04138067843681809,0.012140448323745289,0.3958451906659078
19,WV,62,9,1578,19.740629629629634,68575.49555555556,148,122,2014-07-01,0.03717026378896882,0.011390887290167866,0.8243243243243243
129,GA,412,37,9520,18.792824829037315,75738.06895844292,1285,616,2014-07-01,0.04080015844721727,0.01277480689245395,0.4793774319066148
104,MA,312,58,6748,16.928447058823533,80227.25265882353,827,448,2014-07-01,0.0432013292716699,0.014400443090556632,0.5417170495767836
34,KS,106,13,2860,18.69460194174757,72741.07766990292,341,174,2014-07-01,0.035180882841022235,0.011284434118818453,0.5102639296187683
58,CO,295,26,6327,18.149070146818904,74240.39450244697,860,366,2014-07-01,0.04399045630778407,0.00864897107068297,0.4255813953488372
344,FL,802,115,19830,18.40712617983115,68991.17448087432,2858,1168,2014-07-01,0.038025698165094116,0.016310274524678772,0.4086773967809657
3,AK,36,1,861,18.203333333333333,77994.92722222222,89,37,2014-07-01,0.03995560488346282,0.003329633740288568,0.4157303370786517
31,AR,96,14,2296,20.27237991266374,65382.97268558953,310,148,2014-07-01,0.03939269593762823,0.01272055806319245,0.4774193548387097
43,OK,105,15,2713,19.061457943925227,71844.39312149535,363,172,2014-07-01,0.03650904033379694,0.014951321279554937,0.4738292011019284
32,UT,115,8,2101,18.880280612244896,72978.38086734695,251,141,2014-07-01,0.050975177304964536,0.014184397163120567,0.5617529880478087
27,HI,78,4,1537,19.837218309859157,69857.62147887323,198,86,2014-07-01,0.04738760631834751,0.016403402187120292,0.43434343434343436
103,AZ,360,33,7935,18.62522139160436,73898.59729729731,1200,539,2014-10-01,0.04269956114339936,0.012216818882694817,0.44916666666666666
46,SC,164,14,4319,20.145218718209552,68168.13972533062,652,331,2014-10-01,0.03609949372661237,0.010125467752586397,0.5076687116564417
62,LA,170,19,4154,20.028390243902447,72802.22190243904,539,281,2014-10-01,0.03859250851305335,0.014074914869466515,0.5213358070500927
81,MN,250,27,6268,19.083081395348813,69311.30451308138,916,460,2014-10-01,0.03773015393902807,0.012224569876245095,0.5021834061135371
168,NJ,514,81,13389,17.583956442831226,84492.00231941925,1844,911,2014-10-01,0.03631995477671,0.011871113623516111,0.4940347071583514
11,DC,48,9,984,16.253351955307263,89671.20653631285,135,44,2014-10-01,0.045627376425855515,0.010456273764258554,0.32592592592592595
53,OR,206,24,4452,18.209299221357053,65388.46043381536,658,241,2014-10-01,0.04350580781414995,0.011193241816261879,0.3662613981762918
164,VA,473,51,10413,18.991317934782625,80579.64251811594,1419,789,2014-10-01,0.042608773984325735,0.014773443833888839,0.5560253699788583
11,RI,61,10,1552,18.496696428571415,70350.34419642857,215,121,2014-10-01,0.03733170134638923,0.006731946144430845,0.5627906976744186
50,KY,116,13,3393,20.22451612903226,67166.48376344088,476,268,2014-10-01,0.032474804031354984,0.013997760358342666,0.5630252100840336
12,WY,41,5,865,20.135477707006363,65438.2858598726,103,54,2014-10-01,0.044420368364030335,0.013001083423618635,0.5242718446601942
23,NH,60,8,1692,19.49330459770114,73804.40318965518,233,115,2014-10-01,0.03365114974761638,0.012899607403252944,0.49356223175965663
142,MI,367,41,8952,19.142481675392652,68087.23627748691,1278,632,2014-10-01,0.03862344769522206,0.014944222268996001,0.4945226917057903
81,NV,212,24,4869,19.035414680648255,67191.59414680647,719,330,2014-10-01,0.040879290397223295,0.015618974161203239,0.45897079276773295
52,WI,154,15,4543,19.718801198801216,64598.0251848152,670,331,2014-10-01,0.03232577665827036,0.0109151973131822,0.49402985074626865
799,CA,2535,333,51031,17.384632126348183,77555.89540157937,7421,2963,2014-10-01,0.04634538739990493,0.014607481077918753,0.3992723352647891
59,CT,212,31,5354,17.59440465532676,80794.37491495076,759,358,2014-10-01,0.03748231966053748,0.01043140028288543,0.47167325428194995
11,MT,48,1,1071,20.168571428571408,62927.09249999999,166,58,2014-10-01,0.042440318302387266,0.009725906277630416,0.3493975903614458
145,NC,400,59,9652,19.55588803088804,70815.78546332047,1334,738,2014-10-01,0.0390015600624025,0.014138065522620905,0.553223388305847
10,VT,29,4,706,19.914352941176475,65206.507764705886,117,53,2014-10-01,0.03871829105473965,0.01335113484646195,0.452991452991453
108,MD,365,39,8196,18.19732872769141,79751.7451755901,1149,588,2014-10-01,0.04191548001837391,0.01240238860817639,0.5117493472584856
16,DE,33,5,955,19.339516908212563,73886.2274879227,134,73,2014-10-01,0.03270564915758176,0.015857284440039643,0.5447761194029851
79,MO,225,32,5683,19.988912466843562,65346.563147656954,747,384,2014-10-01,0.03738162485462702,0.013125103837846819,0.5140562248995983
172,IL,553,80,14342,18.27843541944077,75558.47561917445,2033,971,2014-10-01,0.03650887964613455,0.011355383904403512,0.47761928184948355
101,WA,336,39,7865,18.325593000648073,72900.98930654569,1058,485,2014-10-01,0.040282939695480156,0.012108859848938976,0.45841209829867674
85,AL,179,20,4468,20.606153050672187,66279.05565667011,617,350,2014-10-01,0.03766835016835017,0.017887205387205386,0.5672609400324149
153,OH,470,55,11789,20.080535999999974,66973.492468,1604,896,2014-10-01,0.03769952675062164,0.012272399133713002,0.5586034912718204
23,NM,96,8,1993,20.466022222222207,68725.22551111112,315,135,2014-10-01,0.045283018867924525,0.010849056603773584,0.42857142857142855
164,PA,445,60,12489,19.71260594795535,69969.74485130112,1722,968,2014-10-01,0.033819729442164465,0.012463900288797689,0.562137049941928
7,SD,26,6,762,21.44404255319149,56387.012127659575,103,38,2014-10-01,0.03245942571785269,0.008739076154806492,0.36893203883495146
425,NY,1209,174,29873,17.184105147174545,77566.89231071934,4404,1949,2014-10-01,0.038161674189577346,0.013414980587733973,0.44255222524977295
311,TX,1048,141,28038,19.98665803556017,80000.55193164165,3985,1808,2014-10-01,0.03547972103730788,0.01052881034599499,0.4537013801756587
13,WV,56,7,1918,20.921682692307687,63846.666394230764,253,163,2014-10-01,0.028084252758274825,0.006519558676028084,0.6442687747035574
149,GA,457,57,11265,19.31517026578074,74937.49366694351,1634,774,2014-10-01,0.038313212608987256,0.0124916163648558,0.47368421052631576
102,MA,326,44,7995,17.374467713787105,80789.5236707388,1102,617,2014-10-01,0.03850242116452108,0.012046769812212118,0.5598911070780399
47,KS,129,18,3278,19.833055555555546,66928.4100490196,400,212,2014-10-01,0.03715437788018433,0.013536866359447005,0.53
93,CO,354,26,7323,18.82834581347854,74893.47948264125,976,493,2014-10-01,0.045407901487942534,0.011929194458696767,0.5051229508196722
376,FL,929,141,23506,19.132135884420123,70246.89383053496,3527,1595,2014-10-01,0.03723148445014428,0.015068932350112215,0.45222568755316134
10,AK,45,3,964,20.245093167701857,74253.25900621117,115,46,2014-10-01,0.04403131115459882,0.009784735812133072,0.4
41,AR,78,14,2742,20.748013816925724,64713.87595854921,403,176,2014-10-01,0.027130434782608695,0.014260869565217391,0.43672456575682383
42,OK,120,13,3180,20.35453271028037,68456.02757009346,405,237,2014-10-01,0.03576751117734724,0.012518628912071535,0.5851851851851851
33,UT,130,16,2455,19.30112570356473,73674.83232645404,360,173,2014-10-01,0.04935459377372817,0.012528473804100227,0.48055555555555557
33,HI,104,10,1791,19.804438902743144,64349.32316708229,251,150,2014-10-01,0.053663570691434466,0.017027863777089782,0.5976095617529881
1,AZ,11,1,289,11.985588235294117,60136.14705882353,42,26,2010-07-01,0.03642384105960265,0.0033112582781456954,0.6190476190476191
6,NJ,17,4,706,13.222999999999999,75111.79955555555,116,64,2010-07-01,0.023192360163710776,0.008185538881309686,0.5517241379310345
4,VA,8,1,548,12.618455882352938,65841.08352941176,89,47,2010-07-01,0.0142602495543672,0.0071301247771836,0.5280898876404494
2,WI,6,8,182,13.416326530612247,59624.163265306124,25,24,2010-07-01,0.030303030303030304,0.010101010101010102,0.96
42,CA,60,1,2432,12.855983050847444,68247.73301694915,365,225,2010-07-01,0.023668639053254437,0.016568047337278107,0.6164383561643836
4,CT,10,5,288,12.13870588235294,71454.52752941176,53,32,2010-07-01,0.03257328990228013,0.013029315960912053,0.6037735849056604
1,MO,3,2,248,13.443249999999997,68471.4125,50,30,2010-07-01,0.011811023622047244,0.003937007874015748,0.6
11,NY,32,13,1397,11.906541554959789,71525.55702412869,255,118,2010-07-01,0.02202339986235375,0.007570543702684102,0.4627450980392157
11,TX,37,2,989,14.397421874999994,73364.65871093751,170,86,2010-07-01,0.0356111645813282,0.010587102983638113,0.5058823529411764
5,GA,14,8,510,14.564191176470587,65311.404411764706,80,56,2010-07-01,0.0260707635009311,0.00931098696461825,0.7
2,MA,13,8,533,13.469379844961239,67499.33147286823,81,48,2010-07-01,0.023381294964028777,0.0035971223021582736,0.5925925925925926
4,CO,10,3,313,13.632533333333337,66297.92,47,28,2010-07-01,0.030303030303030304,0.012121212121212121,0.5957446808510638
22,FL,37,13,996,13.25448132780083,61930.00929460582,163,78,2010-07-01,0.03464419475655431,0.020599250936329586,0.4785276073619632
121,AZ,536,50,9249,19.097704106877806,72052.18567046017,1363,658,2015-01-01,0.05383688228204098,0.01215347529128164,0.4827586206896552
45,SC,250,24,4945,20.735576719576684,71225.64387301588,585,360,2015-01-01,0.047492401215805474,0.008548632218844984,0.6153846153846154
71,LA,236,22,4858,19.667502420135534,74271.92880929333,661,372,2015-01-01,0.04549836128783497,0.013688066319645267,0.5627836611195158
103,MN,394,38,7450,19.192259755387315,69142.94781013396,1159,558,2015-01-01,0.0493425172197871,0.012899185973700688,0.4814495254529767
195,NJ,740,77,15331,17.938490182803,84207.903774543,1941,1013,2015-01-01,0.04527932448142936,0.011931713883619898,0.5218959299330242
